project,language,filename,blank,comment,code
netdata,C/C++ Header,.\clones\netdata\aclk\schema-wrappers\schema_wrapper_utils.h,5,1,14
netdata,make,.\clones\netdata\claim\Makefile.am,6,1,14
netdata,Markdown,.\clones\netdata\collectors\charts.d.plugin\opensips\README.md,5,0,14
netdata,make,.\clones\netdata\collectors\tc.plugin\Makefile.am,5,1,14
netdata,Bourne Shell,.\clones\netdata\contrib\debian\netdata.preinst,3,1,14
netdata,diff,.\clones\netdata\contrib\sles11\netdata-python-plugin-sles11.patch,4,10,14
netdata,C/C++ Header,.\clones\netdata\database\sqlite\sqlite_health.h,2,1,14
netdata,Markdown,.\clones\netdata\health\notifications\pushover\README.md,9,0,14
netdata,C/C++ Header,.\clones\netdata\libnetdata\url\url.h,11,10,14
netdata,Bourne Shell,.\clones\netdata\packaging\makeself\jobs\10-prepare-destination.install.sh,5,4,14
netdata,Bourne Shell,.\clones\netdata\packaging\makeself\jobs\50-ioping-1.2.install.sh,7,4,14
netdata,C/C++ Header,.\clones\netdata\web\api\exporters\shell\allmetrics_shell.h,6,1,14
netdata,YAML,.\clones\netdata\build_external\scenarios\gaps_hi\middle-compose.yml,0,0,13
netdata,YAML,.\clones\netdata\build_external\scenarios\gaps_hi\parent-compose.yml,0,0,13
netdata,YAML,.\clones\netdata\build_external\scenarios\gaps_lo\middle-compose.yml,0,1,13
netdata,YAML,.\clones\netdata\build_external\scenarios\gaps_lo\parent-compose.yml,0,0,13
netdata,Markdown,.\clones\netdata\contrib\sles11\README.md,4,0,13
netdata,Markdown,.\clones\netdata\libnetdata\avl\README.md,4,0,13
netdata,Markdown,.\clones\netdata\libnetdata\buffer\README.md,4,0,13
netdata,C/C++ Header,.\clones\netdata\libnetdata\circular_buffer\circular_buffer.h,3,0,13
netdata,C/C++ Header,.\clones\netdata\libnetdata\completion\completion.h,8,1,13
netdata,Markdown,.\clones\netdata\.github\ISSUE_TEMPLATE.md,3,0,12
netdata,C/C++ Header,.\clones\netdata\aclk\aclk_charts_api.h,7,1,12
netdata,C/C++ Header,.\clones\netdata\collectors\ebpf.plugin\ebpf_oomkill.h,9,8,12
netdata,JavaScript,.\clones\netdata\collectors\node.d.plugin\node_modules\lib\ber\index.js,5,1,12
netdata,C/C++ Header,.\clones\netdata\daemon\buildinfo.h,7,1,12
netdata,C/C++ Header,.\clones\netdata\daemon\global_statistics.h,7,3,12
netdata,Markdown,.\clones\netdata\docs\README.md,5,0,12
netdata,C/C++ Header,.\clones\netdata\exporting\json\json.h,8,1,12
netdata,Markdown,.\clones\netdata\libnetdata\storage_number\README.md,5,0,12
netdata,Bourne Shell,.\clones\netdata\packaging\docker\health.sh,2,3,12
netdata,Markdown,.\clones\netdata\web\server\static\README.md,5,0,12
netdata,C++,.\clones\netdata\aclk\schema-wrappers\schema_wrapper_utils.cc,3,1,11
netdata,C/C++ Header,.\clones\netdata\aclk\schema-wrappers\schema_wrappers.h,4,2,11
netdata,Python,.\clones\netdata\collectors\python.d.plugin\python_modules\urllib3\packages\ssl_match_hostname\__init__.py,3,6,11
netdata,Markdown,.\clones\netdata\diagrams\data_structures\README.md,7,0,11
netdata,make,.\clones\netdata\web\api\formatters\Makefile.am,3,1,11
netdata,C/C++ Header,.\clones\netdata\web\api\queries\des\des.h,5,1,11
netdata,C/C++ Header,.\clones\netdata\web\api\queries\ses\ses.h,5,1,11
netdata,C/C++ Header,.\clones\netdata\web\api\queries\stddev\stddev.h,4,3,11
netdata,C/C++ Header,.\clones\netdata\aclk\aclk_rx_msgs.h,7,1,10
netdata,YAML,.\clones\netdata\build_external\scenarios\gaps_hi\child-compose.yml,0,3,10
netdata,YAML,.\clones\netdata\build_external\scenarios\gaps_lo\child-compose.yml,0,4,10
netdata,C/C++ Header,.\clones\netdata\claim\claim.h,5,1,10
netdata,C/C++ Header,.\clones\netdata\collectors\cgroups.plugin\tests\test_cgroups_plugin.h,5,1,10
netdata,make,.\clones\netdata\collectors\slabinfo.plugin\Makefile.am,3,1,10
netdata,C/C++ Header,.\clones\netdata\daemon\daemon.h,7,1,10
netdata,C/C++ Header,.\clones\netdata\database\engine\rrdenglocking.h,5,2,10
netdata,Markdown,.\clones\netdata\docs\Add-more-charts-to-netdata.md,5,0,10
netdata,C/C++ Header,.\clones\netdata\exporting\aws_kinesis\aws_kinesis.h,5,1,10
netdata,C/C++ Header,.\clones\netdata\exporting\graphite\graphite.h,7,1,10
netdata,make,.\clones\netdata\exporting\prometheus\remote_write\Makefile.am,3,1,10
netdata,Markdown,.\clones\netdata\tests\health_mgmtapi\README.md,5,0,10
netdata,C/C++ Header,.\clones\netdata\web\api\queries\average\average.h,4,1,10
netdata,C/C++ Header,.\clones\netdata\web\api\queries\incremental_sum\incremental_sum.h,4,1,10
netdata,C/C++ Header,.\clones\netdata\web\api\queries\max\max.h,4,1,10
netdata,C/C++ Header,.\clones\netdata\web\api\queries\median\median.h,4,1,10
netdata,C/C++ Header,.\clones\netdata\web\api\queries\min\min.h,4,1,10
netdata,C/C++ Header,.\clones\netdata\web\api\queries\sum\sum.h,4,1,10
netdata,JavaScript,.\clones\netdata\web\gui\src\dashboard.js\charting\textonly.js,5,3,10
netdata,JavaScript,.\clones\netdata\web\gui\src\dashboard.js\dependencies.js,2,9,10
netdata,YAML,.\clones\netdata\.github\dependabot.yml,0,0,9
netdata,C/C++ Header,.\clones\netdata\aclk\aclk_alarm_api.h,4,1,9
netdata,Markdown,.\clones\netdata\collectors\python.d.plugin\example\README.md,5,0,9
netdata,C/C++ Header,.\clones\netdata\daemon\signals.h,3,1,9
netdata,C/C++ Header,.\clones\netdata\database\engine\metadata_log\compaction.h,4,1,9
netdata,C/C++ Header,.\clones\netdata\exporting\pubsub\pubsub.h,4,1,9
netdata,Markdown,.\clones\netdata\health\notifications\web\README.md,4,0,9
netdata,Markdown,.\clones\netdata\libnetdata\circular_buffer\README.md,3,0,9
netdata,Markdown,.\clones\netdata\web\api\README.md,5,0,9
netdata,C/C++ Header,.\clones\netdata\web\api\badges\web_buffer_svg.h,6,1,9
netdata,make,.\clones\netdata\web\api\exporters\Makefile.am,3,1,9
netdata,Python,.\clones\netdata\.github\scripts\gen-docker-tags.py,5,0,8
netdata,Bourne Shell,.\clones\netdata\.github\scripts\run-updater-check.sh,1,0,8
netdata,Markdown,.\clones\netdata\BREAKING_CHANGES.md,3,0,8
netdata,C/C++ Header,.\clones\netdata\aclk\aclk_otp.h,5,1,8
netdata,make,.\clones\netdata\backends\aws_kinesis\Makefile.am,3,1,8
netdata,C/C++ Header,.\clones\netdata\backends\aws_kinesis\aws_kinesis.h,5,1,8
netdata,C/C++ Header,.\clones\netdata\backends\mongodb\mongodb.h,7,1,8
netdata,Dockerfile,.\clones\netdata\build_external\make-install.Dockerfile,2,1,8
netdata,Dockerfile,.\clones\netdata\build_external\scenarios\aclk-testing\paho.Dockerfile,4,0,8
netdata,YAML,.\clones\netdata\build_external\scenarios\only-agent\docker-compose.yml,0,0,8
netdata,make,.\clones\netdata\collectors\apps.plugin\Makefile.am,3,1,8
netdata,Markdown,.\clones\netdata\collectors\freebsd.plugin\README.md,4,0,8
netdata,Markdown,.\clones\netdata\collectors\macos.plugin\README.md,4,0,8
netdata,JavaScript,.\clones\netdata\collectors\node.d.plugin\node_modules\lib\ber\errors.js,1,1,8
netdata,make,.\clones\netdata\database\Makefile.am,3,1,8
netdata,make,.\clones\netdata\database\engine\Makefile.am,3,1,8
netdata,make,.\clones\netdata\exporting\prometheus\Makefile.am,3,1,8
netdata,make,.\clones\netdata\libnetdata\storage_number\Makefile.am,3,1,8
netdata,make,.\clones\netdata\streaming\Makefile.am,3,1,8
netdata,SVG,.\clones\netdata\web\gui\dashboard\images\netdata-logomark.svg,0,0,8
netdata,XML,.\clones\netdata\web\gui\dashboard\sitemap.xml,0,1,8
netdata,make,.\clones\netdata\web\server\Makefile.am,3,1,8
netdata,YAML,.\clones\netdata\.squash.yml,0,0,7
netdata,Dockerfile,.\clones\netdata\build_external\scenarios\aclk-testing\configureVerneMQ.Dockerfile,0,1,7
netdata,Markdown,.\clones\netdata\collectors\charts.d.plugin\example\README.md,3,0,7
netdata,Markdown,.\clones\netdata\collectors\checks.plugin\README.md,3,0,7
netdata,C/C++ Header,.\clones\netdata\collectors\macos.plugin\plugin_macos.h,4,1,7
netdata,Markdown,.\clones\netdata\libnetdata\README.md,3,0,7
netdata,Markdown,.\clones\netdata\libnetdata\json\README.md,3,0,7
netdata,Markdown,.\clones\netdata\web\api\exporters\README.md,3,0,7
netdata,C/C++ Header,.\clones\netdata\web\api\exporters\allmetrics.h,4,1,7
netdata,Markdown,.\clones\netdata\web\api\exporters\prometheus\README.md,3,0,7
netdata,C/C++ Header,.\clones\netdata\web\api\formatters\charts2json.h,4,1,7
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\jquery.peity-3.2.0.min.js,0,7,7
netdata,make,.\clones\netdata\web\server\static\Makefile.am,3,1,7
netdata,Bourne Shell,.\clones\netdata\build_external\bin\make-install.sh,2,0,6
netdata,YAML,.\clones\netdata\build_external\scenarios\aclk-testing\paho-compose.yml,0,0,6
netdata,YAML,.\clones\netdata\build_external\scenarios\aclk-testing\vernemq-compose.yml,0,0,6
netdata,C/C++ Header,.\clones\netdata\database\engine\metadata_log\metadatalogapi.h,4,2,6
netdata,HTML,.\clones\netdata\tests\web\fixtures\easypiechart.chart.fixture1.html,0,0,6
netdata,C/C++ Header,.\clones\netdata\web\api\formatters\csv\csv.h,5,1,6
netdata,C/C++ Header,.\clones\netdata\web\api\formatters\json_wrapper.h,4,1,6
netdata,JavaScript,.\clones\netdata\web\gui\dashboard_info_custom_example.js,12,44,6
netdata,Bourne Shell,.\clones\netdata\.github\scripts\bump-packaging-version.sh,1,0,5
netdata,diff,.\clones\netdata\contrib\sles11\netdata-alarms-bash3.patch,0,5,5
netdata,C/C++ Header,.\clones\netdata\database\sqlite\sqlite_aclk_node.h,2,1,5
netdata,C/C++ Header,.\clones\netdata\libnetdata\string\utf8.h,3,1,5
netdata,make,.\clones\netdata\ml\Makefile.am,2,1,5
netdata,make,.\clones\netdata\spawn\Makefile.am,3,1,5
netdata,C/C++ Header,.\clones\netdata\web\api\formatters\json\json.h,4,1,5
netdata,C/C++ Header,.\clones\netdata\web\api\formatters\rrdset2json.h,4,1,5
netdata,C/C++ Header,.\clones\netdata\web\api\formatters\ssv\ssv.h,4,1,5
netdata,C/C++ Header,.\clones\netdata\web\api\formatters\value\value.h,4,1,5
netdata,make,.\clones\netdata\web\api\queries\sum\Makefile.am,2,1,5
netdata,Markdown,.\clones\netdata\web\gui\.dashboard-notice.md,2,0,5
netdata,C/C++ Header,.\clones\netdata\web\server\static\static-threaded.h,4,1,5
netdata,C/C++ Header,.\clones\netdata\cli\cli.h,3,1,4
netdata,JavaScript,.\clones\netdata\collectors\node.d.plugin\node_modules\asn1-ber.js,2,1,4
netdata,diff,.\clones\netdata\contrib\sles11\netdata-automake-no-dist-xz.patch,2,7,4
netdata,Bourne Shell,.\clones\netdata\health\notifications\alarm-test.sh,2,6,4
netdata,Markdown,.\clones\netdata\libnetdata\clocks\README.md,1,0,4
netdata,Markdown,.\clones\netdata\libnetdata\dictionary\README.md,1,0,4
netdata,Markdown,.\clones\netdata\libnetdata\ebpf\README.md,1,0,4
netdata,make,.\clones\netdata\libnetdata\health\Makefile.am,2,1,4
netdata,Markdown,.\clones\netdata\libnetdata\locks\README.md,1,0,4
netdata,Markdown,.\clones\netdata\libnetdata\log\README.md,1,0,4
netdata,Markdown,.\clones\netdata\libnetdata\popen\README.md,1,0,4
netdata,Markdown,.\clones\netdata\libnetdata\socket\README.md,1,0,4
netdata,Markdown,.\clones\netdata\libnetdata\statistical\README.md,1,0,4
netdata,Markdown,.\clones\netdata\libnetdata\threads\README.md,1,0,4
netdata,Markdown,.\clones\netdata\libnetdata\url\README.md,1,0,4
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\dygraph-c91c859.min.js,0,3,4
netdata,Python,.\clones\netdata\collectors\python.d.plugin\python_modules\urllib3\packages\__init__.py,2,0,3
netdata,Bourne Shell,.\clones\netdata\packaging\makeself\build-x86_64-static.sh,3,1,3
netdata,CSS,.\clones\netdata\web\gui\dashboard\static\css\2.20fd0a40.chunk.css,1,11,3
netdata,SVG,.\clones\netdata\web\gui\static\img\netdata-logomark.svg,0,0,3
netdata,SVG,.\clones\netdata\diagrams\data_structures\netdata_config.svg,0,0,2
netdata,SVG,.\clones\netdata\diagrams\data_structures\registry.svg,0,0,2
netdata,SVG,.\clones\netdata\diagrams\data_structures\rrd.svg,0,0,2
netdata,SVG,.\clones\netdata\diagrams\data_structures\web.svg,0,0,2
netdata,Bourne Shell,.\clones\netdata\health\notifications\alarm-email.sh,2,3,2
netdata,make,.\clones\netdata\ml\kmeans\Makefile.am,1,1,2
netdata,Bourne Shell,.\clones\netdata\packaging\makeself\post-installer.sh,2,7,2
netdata,XML,.\clones\netdata\web\gui\browserconfig.xml,0,0,2
netdata,CSS,.\clones\netdata\web\gui\css\morris-0.5.1.css,0,1,2
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\bootstrap-3.3.7.min.js,0,6,2
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\bootstrap-slider-10.0.0.min.js,0,4,2
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\bootstrap-table-1.11.0.min.js,0,7,2
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\clipboard-polyfill-be05dad.js,0,7,2
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\jquery.sparkline-2.1.2.min.js,1,3,2
netdata,Dockerfile,.\clones\netdata\Dockerfile,0,0,1
netdata,XML,.\clones\netdata\diagrams\data_structures\src\netdata_config.xml,0,0,1
netdata,XML,.\clones\netdata\diagrams\data_structures\src\registry.xml,0,0,1
netdata,XML,.\clones\netdata\diagrams\data_structures\src\rrd.xml,0,0,1
netdata,XML,.\clones\netdata\diagrams\data_structures\src\web.xml,0,0,1
netdata,XML,.\clones\netdata\diagrams\netdata-for-ephemeral-nodes.xml,0,0,1
netdata,XML,.\clones\netdata\diagrams\netdata-overview.xml,0,0,1
netdata,XML,.\clones\netdata\diagrams\netdata-proxies-example.xml,0,0,1
netdata,Markdown,.\clones\netdata\libnetdata\eval\README.md,0,0,1
netdata,Bourne Shell,.\clones\netdata\packaging\installer\kickstart-static64.sh,0,0,1
netdata,Markdown,.\clones\netdata\tests\ebpf\README.md,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\ALARM_CPU_IOWAIT-list.json,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\ALARM_CPU_USAGE-list.json,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\CONTEXT_SYSTEM_CPU-list.json,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\DISABLE-list.json,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\DISABLE_ALL-list.json,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\DISABLE_ALL_ERROR-list.json,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\DISABLE_SYSTEM_LOAD-list.json,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\FAMILIES_LOAD-list.json,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\HOSTS-list.json,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\RESET-list.json,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\SILENCE_2-list.json,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\SILENCE_3-list.json,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\SILENCE_ALARM_CPU_USAGE-list.json,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\SILENCE_ALARM_CPU_USAGE_LOAD_TRIGGER-list.json,0,0,1
netdata,JSON,.\clones\netdata\tests\health_mgmtapi\expected_list\SILENCE_ALL-list.json,0,0,1
netdata,CSS,.\clones\netdata\web\gui\css\c3-0.4.18.min.css,0,1,1
netdata,Markdown,.\clones\netdata\web\gui\dashboard\README.md,0,0,1
netdata,CSS,.\clones\netdata\web\gui\dashboard\css\bootstrap-slider-10.0.0.min.css,0,21,1
netdata,CSS,.\clones\netdata\web\gui\dashboard\css\bootstrap-theme-3.3.7.min.css,0,6,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\bootstrap-table-export-1.11.0.min.js,0,7,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\bootstrap-toggle-2.2.2.min.js,0,9,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\d3-4.12.2.min.js,0,2,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\fontawesome-all-5.0.1.min.js,0,5,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\gauge-1.3.2.min.js,0,1,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\jquery-3.6.0.min.js,0,1,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\jquery.easypiechart-97b5824.min.js,0,9,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\lz-string-1.4.4.min.js,0,1,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\pako-1.0.6.min.js,0,1,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\lib\perfect-scrollbar-0.6.15.min.js,0,2,1
netdata,CSS,.\clones\netdata\web\gui\dashboard\static\css\4.a36e3b73.chunk.css,0,41,1
netdata,CSS,.\clones\netdata\web\gui\dashboard\static\css\main.a46a34fa.chunk.css,0,1,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\static\js\10.eb10af4d.chunk.js,0,1,1
netdata,XML,.\clones\netdata\web\gui\dashboard\static\js\10.eb10af4d.chunk.js.map,0,0,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\static\js\2.da522cd4.chunk.js,0,2,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\static\js\3.6267b47a.chunk.js,0,1,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\static\js\4.89bcbd92.chunk.js,0,1,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\static\js\5.8d493428.chunk.js,0,2,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\static\js\6.fd3732fc.chunk.js,0,1,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\static\js\7.c4cdb9f0.chunk.js,0,1,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\static\js\8.11ff05e7.chunk.js,0,1,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\static\js\9.84b7c771.chunk.js,0,1,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\static\js\main.e3f3d31b.chunk.js,0,2,1
netdata,JavaScript,.\clones\netdata\web\gui\dashboard\static\js\runtime-main.ec4d2459.js,0,1,1
netdata,Pascal,.\clones\netdata\web\gui\src\dashboard.js\epilogue.js.inc,0,0,1
