project,language,filename,blank,comment,code
redis,Ruby,.\clones\redis\src\redis-trib.rb,13,3,113
redis,Tcl/Tk,.\clones\redis\tests\unit\moduleapi\misc.tcl,21,5,113
redis,Tcl/Tk,.\clones\redis\tests\unit\networking.tcl,30,22,113
redis,C/C++ Header,.\clones\redis\deps\lua\src\lopcodes.h,77,79,112
redis,C,.\clones\redis\src\lolwut6.c,14,75,112
redis,Tcl/Tk,.\clones\redis\tests\integration\replication-3.tcl,10,8,112
redis,XML,.\clones\redis\deps\jemalloc\msvc\projects\vc2017\jemalloc\jemalloc.vcxproj.filters,0,0,110
redis,C/C++ Header,.\clones\redis\deps\lua\src\lstate.h,37,22,110
redis,C,.\clones\redis\src\monotonic.c,34,26,110
redis,C,.\clones\redis\deps\jemalloc\test\integration\posix_memalign.c,14,5,109
redis,C,.\clones\redis\deps\jemalloc\test\unit\fork.c,14,18,109
redis,C,.\clones\redis\src\childinfo.c,22,50,109
redis,Tcl/Tk,.\clones\redis\tests\integration\replication-psync.tcl,15,19,109
redis,C,.\clones\redis\deps\jemalloc\test\integration\allocated.c,15,1,108
redis,Ruby,.\clones\redis\utils\generate-command-help.rb,16,7,108
redis,Tcl/Tk,.\clones\redis\utils\speed-regression.tcl,14,8,108
redis,XML,.\clones\redis\deps\jemalloc\msvc\projects\vc2015\jemalloc\jemalloc.vcxproj.filters,0,0,107
redis,C,.\clones\redis\src\modules\helloacl.c,35,49,107
redis,C,.\clones\redis\src\setcpuaffinity.c,20,28,107
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\prng.h,40,39,106
redis,JSON,.\clones\redis\src\commands\blmove.json,0,0,106
redis,Tcl/Tk,.\clones\redis\tests\unit\moduleapi\blockonbackground.tcl,17,3,106
redis,C,.\clones\redis\utils\lru\lfu-simulation.c,22,30,106
redis,JSON,.\clones\redis\src\commands\zrange.json,0,0,105
redis,Tcl/Tk,.\clones\redis\tests\sentinel\tests\00-base.tcl,19,8,105
redis,C,.\clones\redis\deps\lua\src\fpconv.c,33,68,104
redis,C++,.\clones\redis\deps\jemalloc\src\jemalloc_cpp.cpp,27,11,103
redis,JSON,.\clones\redis\src\commands\xtrim.json,0,0,103
redis,JSON,.\clones\redis\src\commands\zinterstore.json,0,0,103
redis,JSON,.\clones\redis\src\commands\zunionstore.json,0,0,103
redis,C,.\clones\redis\src\timeout.c,18,69,103
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\ctl.h,21,11,102
redis,C/C++ Header,.\clones\redis\src\rio.h,24,52,102
redis,C,.\clones\redis\deps\jemalloc\test\unit\background_thread.c,17,1,101
redis,C,.\clones\redis\deps\jemalloc\test\unit\bit_util.c,10,0,101
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\22-replica-in-sync.tcl,26,19,101
redis,C,.\clones\redis\tests\modules\infotest.c,18,0,101
redis,Bourne Again Shell,.\clones\redis\utils\create-cluster\create-cluster,15,4,101
redis,JSON,.\clones\redis\src\commands\lmove.json,0,0,100
redis,C,.\clones\redis\src\sparkline.c,19,57,100
redis,C/C++ Header,.\clones\redis\deps\jemalloc\test\include\test\SFMT-alti.h,10,77,99
redis,C,.\clones\redis\src\mt19937-64.c,31,57,99
redis,C/C++ Header,.\clones\redis\src\rdb.h,16,62,99
redis,C/C++ Header,.\clones\redis\deps\lua\src\lauxlib.h,57,20,97
redis,C,.\clones\redis\deps\jemalloc\test\unit\prof_thread_name.c,21,3,96
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\arena_externs.h,9,0,95
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\extent_structs.h,31,130,95
redis,JSON,.\clones\redis\src\commands\restore.json,0,0,95
redis,C,.\clones\redis\deps\jemalloc\test\unit\prof_active.c,18,5,94
redis,C/C++ Header,.\clones\redis\deps\lua\src\strbuf.h,23,37,94
redis,JSON,.\clones\redis\src\commands\geoadd.json,0,0,94
redis,JSON,.\clones\redis\src\commands\xclaim.json,0,0,94
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\03-failover-loop.tcl,16,7,94
redis,Markdown,.\clones\redis\deps\jemalloc\TUNING.md,36,0,93
redis,JSON,.\clones\redis\src\commands\bitpos.json,0,0,93
redis,C,.\clones\redis\tests\modules\keyspecs.c,20,3,93
redis,C,.\clones\redis\tests\modules\scan.c,23,5,93
redis,JSON,.\clones\redis\src\commands\xreadgroup.json,0,0,92
redis,C/C++ Header,.\clones\redis\deps\hiredis\adapters\qt.h,20,24,91
redis,C,.\clones\redis\src\lolwut.c,19,78,91
redis,C,.\clones\redis\tests\modules\getkeys.c,23,8,90
redis,C,.\clones\redis\deps\jemalloc\test\unit\huge.c,15,4,89
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\jemalloc_internal_decls.h,3,3,88
redis,C,.\clones\redis\deps\lua\src\lstring.c,15,8,88
redis,C,.\clones\redis\src\ae_epoll.c,19,33,87
redis,JSON,.\clones\redis\src\commands\xpending.json,0,0,87
redis,C,.\clones\redis\src\lolwut5.c,12,78,87
redis,Tcl/Tk,.\clones\redis\tests\unit\oom-score-adj.tcl,28,12,86
redis,C,.\clones\redis\deps\hiredis\examples\example-ssl.c,17,8,85
redis,C,.\clones\redis\deps\jemalloc\src\witness.c,14,1,85
redis,C,.\clones\redis\deps\lua\src\lopcodes.c,11,6,85
redis,JSON,.\clones\redis\src\commands\brpoplpush.json,0,0,85
redis,JSON,.\clones\redis\src\commands\zinter.json,0,0,85
redis,JSON,.\clones\redis\src\commands\zrangebyscore.json,0,0,85
redis,JSON,.\clones\redis\src\commands\zunion.json,0,0,85
redis,C/C++ Header,.\clones\redis\src\stream.h,13,39,85
redis,C/C++ Header,.\clones\redis\src\zmalloc.h,16,42,85
redis,Tcl/Tk,.\clones\redis\tests\integration\replication-2.tcl,7,1,85
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\jemalloc_internal_macros.h,14,16,84
redis,C,.\clones\redis\deps\jemalloc\src\bitmap.c,20,17,84
redis,JSON,.\clones\redis\src\commands\zrevrangebyscore.json,0,0,84
redis,C/C++ Header,.\clones\redis\src\geohash.h,14,38,84
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\14-consistency-check.tcl,21,19,84
redis,Tcl/Tk,.\clones\redis\tests\sentinel\tests\07-down-conditions.tcl,11,4,84
redis,C,.\clones\redis\deps\hiredis\examples\example-push.c,28,49,83
redis,Python,.\clones\redis\utils\generate-commands-json.py,26,26,83
redis,C/C++ Header,.\clones\redis\deps\hiredis\adapters\libuv.h,35,0,82
redis,C/C++ Header,.\clones\redis\deps\hiredis\adapters\macosx.h,26,7,82
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\atomic_c11.h,7,8,82
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\sc.h,19,232,82
redis,C++,.\clones\redis\deps\jemalloc\msvc\test_threads\test_threads.cpp,3,3,82
redis,JSON,.\clones\redis\src\commands\bitcount.json,0,0,82
redis,JSON,.\clones\redis\src\commands\client-list.json,0,0,82
redis,JSON,.\clones\redis\src\commands\expire.json,0,0,82
redis,JSON,.\clones\redis\src\commands\expireat.json,0,0,82
redis,JSON,.\clones\redis\src\commands\pexpire.json,0,0,82
redis,JSON,.\clones\redis\src\commands\pexpireat.json,0,0,82
redis,C,.\clones\redis\tests\modules\timer.c,20,0,82
redis,Tcl/Tk,.\clones\redis\utils\graphs\commits-over-time\genhtml.tcl,7,7,82
redis,C/C++ Header,.\clones\redis\deps\hiredis\adapters\ae.h,17,32,81
redis,C,.\clones\redis\deps\jemalloc\test\unit\seq.c,14,0,81
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\23-multiple-slot-operations.tcl,25,11,81
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\prof_externs.h,11,14,80
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\prof_structs.h,37,83,80
redis,Python,.\clones\redis\deps\jemalloc\scripts\gen_run_tests.py,19,27,80
redis,C,.\clones\redis\deps\jemalloc\src\bin.c,13,2,80
redis,Tcl/Tk,.\clones\redis\tests\unit\violations.tcl,7,15,80
redis,C/C++ Header,.\clones\redis\deps\jemalloc\test\include\test\SFMT-sse2.h,8,70,79
redis,C/C++ Header,.\clones\redis\deps\jemalloc\test\include\test\mq.h,2,26,79
redis,Lua,.\clones\redis\deps\lua\test\life.lua,14,18,79
redis,JSON,.\clones\redis\src\commands\copy.json,0,0,79
redis,Tcl/Tk,.\clones\redis\tests\unit\lazyfree.tcl,7,4,79
redis,Tcl/Tk,.\clones\redis\tests\unit\moduleapi\keyspace_events.tcl,11,0,79
redis,Tcl/Tk,.\clones\redis\tests\unit\moduleapi\reply.tcl,16,6,79
redis,YAML,.\clones\redis\.github\workflows\external.yml,4,0,78
redis,C/C++ Header,.\clones\redis\src\ae.h,15,43,78
redis,JSON,.\clones\redis\src\commands\geodist.json,0,0,78
redis,JSON,.\clones\redis\src\commands\getex.json,0,0,78
redis,C/C++ Header,.\clones\redis\src\lzfP.h,22,90,78
redis,Tcl/Tk,.\clones\redis\tests\sentinel\tests\12-master-reboot.tcl,18,7,78
redis,make,.\clones\redis\deps\lua\Makefile,22,29,77
redis,JSON,.\clones\redis\src\commands\blmpop.json,0,0,77
redis,JSON,.\clones\redis\src\commands\bzmpop.json,0,0,77
redis,C,.\clones\redis\src\notify.c,12,54,77
redis,JSON,.\clones\redis\src\commands\client-tracking.json,0,0,75
redis,JSON,.\clones\redis\src\commands\xautoclaim.json,0,0,75
redis,Markdown,.\clones\redis\deps\README.md,22,0,74
redis,C/C++ Header,.\clones\redis\src\atomicvar.h,13,71,74
redis,JSON,.\clones\redis\src\commands\renamenx.json,0,0,74
redis,C,.\clones\redis\src\syncio.c,15,56,74
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\24-links.tcl,18,22,74
redis,Tcl/Tk,.\clones\redis\tests\unit\moduleapi\commandfilter.tcl,20,4,74
redis,C/C++ Header,.\clones\redis\deps\hiredis\async.h,23,51,73
redis,C/C++ Header,.\clones\redis\deps\hiredis\read.h,19,37,73
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\malloc_io.h,8,21,73
redis,JSON,.\clones\redis\src\commands\rename.json,1,0,73
redis,JSON,.\clones\redis\src\commands\rpoplpush.json,0,0,73
redis,JSON,.\clones\redis\src\commands\zdiffstore.json,0,0,73
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\07-replica-migration.tcl,19,11,73
redis,C,.\clones\redis\tests\modules\fork.c,16,4,73
redis,make,.\clones\redis\deps\Makefile,25,8,72
redis,C,.\clones\redis\deps\hiredis\examples\example-libevent-ssl.c,16,2,72
redis,C,.\clones\redis\deps\jemalloc\test\unit\smoothstep.c,11,19,72
redis,JSON,.\clones\redis\src\commands\bitop.json,0,0,72
redis,JSON,.\clones\redis\src\commands\lcs.json,0,0,72
redis,JSON,.\clones\redis\src\commands\lmpop.json,0,0,72
redis,JSON,.\clones\redis\src\commands\smove.json,0,0,72
redis,JSON,.\clones\redis\src\commands\xread.json,0,0,72
redis,JSON,.\clones\redis\src\commands\zmpop.json,0,0,72
redis,JSON,.\clones\redis\src\commands\zrangebylex.json,0,0,72
redis,JSON,.\clones\redis\src\commands\zrevrangebylex.json,0,0,72
redis,C,.\clones\redis\tests\modules\auth.c,25,3,72
redis,C,.\clones\redis\tests\modules\hash.c,8,10,72
redis,Tcl/Tk,.\clones\redis\tests\sentinel\tests\02-slaves-reconf.tcl,11,8,72
redis,C/C++ Header,.\clones\redis\deps\hiredis\dict.h,17,38,71
redis,C,.\clones\redis\deps\jemalloc\test\integration\thread_tcache_enabled.c,15,1,71
redis,C,.\clones\redis\deps\jemalloc\test\unit\mq.c,18,0,71
redis,Tcl/Tk,.\clones\redis\tests\sentinel\tests\includes\init-tests.tcl,8,1,71
redis,Tcl/Tk,.\clones\redis\tests\unit\moduleapi\infotest.tcl,16,11,71
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\extent_externs.h,11,2,70
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\mutex_prof.h,15,23,70
redis,CSS,.\clones\redis\deps\lua\doc\lua.css,13,0,70
redis,JSON,.\clones\redis\src\commands\xgroup-create.json,0,0,70
redis,C,.\clones\redis\src\crc64.c,18,73,70
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\mutex_pool.h,17,8,69
redis,Python,.\clones\redis\deps\jemalloc\scripts\gen_travis.py,26,54,69
redis,C,.\clones\redis\deps\jemalloc\test\integration\thread_arena.c,17,0,69
redis,JSON,.\clones\redis\src\commands\pfmerge.json,0,0,69
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\20-half-migrated-slot.tcl,18,11,69
redis,Tcl/Tk,.\clones\redis\tests\integration\dismiss-mem.tcl,14,18,69
redis,Ruby,.\clones\redis\utils\hyperloglog\hll-gnuplot-graph.rb,4,15,69
redis,C,.\clones\redis\deps\hiredis\examples\example.c,14,9,68
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\quantum.h,4,5,68
redis,JSON,.\clones\redis\src\commands\linsert.json,0,0,68
redis,JSON,.\clones\redis\src\commands\sdiffstore.json,0,0,68
redis,JSON,.\clones\redis\src\commands\sinterstore.json,0,0,68
redis,JSON,.\clones\redis\src\commands\sunionstore.json,0,0,68
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\00-base.tcl,11,3,68
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\26-pubsubshard.tcl,25,1,68
redis,Tcl/Tk,.\clones\redis\tests\unit\auth.tcl,13,3,68
redis,Bourne Shell,.\clones\redis\deps\jemalloc\include\jemalloc\internal\smoothstep.sh,13,21,67
redis,C,.\clones\redis\deps\jemalloc\test\unit\background_thread_enable.c,11,7,67
redis,Tcl/Tk,.\clones\redis\tests\integration\psync2-reg.tcl,8,7,67
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\ql.h,20,2,66
redis,C,.\clones\redis\deps\jemalloc\test\unit\prof_accum.c,15,0,66
redis,JSON,.\clones\redis\src\commands\eval.json,0,0,66
redis,JSON,.\clones\redis\src\commands\hset.json,0,0,66
redis,YAML,.\clones\redis\.github\workflows\ci.yml,9,2,65
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\arena_structs_b.h,23,144,65
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\jemalloc_internal_inlines_b.h,14,8,65
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\jemalloc_internal_types.h,18,31,65
redis,JSON,.\clones\redis\src\commands\evalsha.json,0,0,65
redis,JSON,.\clones\redis\src\commands\hmset.json,0,0,65
redis,JSON,.\clones\redis\src\commands\lpos.json,0,0,65
redis,JSON,.\clones\redis\src\commands\shutdown.json,0,0,65
redis,C,.\clones\redis\tests\modules\subcommands.c,20,5,65
redis,Bourne Shell,.\clones\redis\deps\hiredis\test.sh,12,2,64
redis,JSON,.\clones\redis\src\commands\fcall.json,0,0,64
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\includes\init-tests.tcl,6,5,64
redis,Tcl/Tk,.\clones\redis\tests\unit\moduleapi\datatype.tcl,16,8,64
redis,Markdown,.\clones\redis\TLS.md,24,0,63
redis,C/C++ Header,.\clones\redis\deps\hiredis\adapters\ivykis.h,17,4,63
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\pages.h,9,16,63
redis,JSON,.\clones\redis\src\commands\hello.json,0,0,63
redis,JSON,.\clones\redis\src\commands\hrandfield.json,0,0,63
redis,JSON,.\clones\redis\src\commands\xgroup-setid.json,0,0,63
redis,JSON,.\clones\redis\src\commands\xrange.json,0,0,63
redis,JSON,.\clones\redis\src\commands\xrevrange.json,0,0,63
redis,JSON,.\clones\redis\src\commands\zrandmember.json,0,0,63
redis,C,.\clones\redis\src\endianconv.c,18,48,63
redis,C,.\clones\redis\deps\jemalloc\test\unit\ticker.c,11,0,62
redis,JSON,.\clones\redis\src\commands\eval_ro.json,0,0,62
redis,JSON,.\clones\redis\src\commands\fcall_ro.json,0,0,62
redis,JSON,.\clones\redis\src\commands\hscan.json,0,0,62
redis,JSON,.\clones\redis\src\commands\sscan.json,0,0,62
redis,JSON,.\clones\redis\src\commands\zrevrange.json,0,0,62
redis,JSON,.\clones\redis\src\commands\zscan.json,0,0,62
redis,C,.\clones\redis\src\modules\hellodict.c,16,54,62
redis,C/C++ Header,.\clones\redis\src\rax.h,12,142,62
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\08-update-msg.tcl,18,10,62
redis,Visual Studio Solution,.\clones\redis\deps\jemalloc\msvc\jemalloc_vc2015.sln,1,1,61
redis,Visual Studio Solution,.\clones\redis\deps\jemalloc\msvc\jemalloc_vc2017.sln,1,1,61
redis,C,.\clones\redis\deps\jemalloc\test\stress\hookbench.c,11,1,61
redis,JSON,.\clones\redis\src\commands\evalsha_ro.json,0,0,61
redis,C,.\clones\redis\deps\hiredis\examples\example-glib.c,13,0,60
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\hook.h,22,81,60
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\log.h,15,40,60
redis,C/C++ Header,.\clones\redis\deps\lua\src\lgc.h,28,22,60
redis,C,.\clones\redis\src\ae_select.c,17,32,60
redis,JSON,.\clones\redis\src\commands\spop.json,0,0,60
redis,C,.\clones\redis\src\modules\hellocluster.c,15,44,60
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\17-diskless-load-swapdb.tcl,15,11,60
redis,Tcl/Tk,.\clones\redis\tests\unit\moduleapi\timer.tcl,23,16,60
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\cache_bin.h,17,55,59
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\prof_inlines_a.h,8,18,59
redis,C,.\clones\redis\deps\jemalloc\test\unit\prof_gdump.c,15,0,59
redis,C,.\clones\redis\deps\lua\src\lzio.c,16,7,59
redis,JSON,.\clones\redis\src\commands\bitfield_ro.json,0,0,59
redis,JSON,.\clones\redis\src\commands\mset.json,0,0,59
redis,Tcl/Tk,.\clones\redis\tests\unit\moduleapi\list.tcl,8,3,59
redis,JSON,.\clones\redis\src\commands\bzpopmax.json,0,0,58
redis,JSON,.\clones\redis\src\commands\bzpopmin.json,0,0,58
redis,JSON,.\clones\redis\src\commands\srandmember.json,0,0,58
redis,JSON,.\clones\redis\src\commands\xinfo-stream.json,0,0,58
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\16-transactions-on-replica.tcl,12,1,58
redis,make,.\clones\redis\tests\modules\Makefile,12,2,58
redis,C,.\clones\redis\deps\jemalloc\src\log.c,9,12,57
redis,C,.\clones\redis\deps\jemalloc\test\integration\slab_sizes.c,11,12,57
redis,C,.\clones\redis\deps\linenoise\example.c,9,13,57
redis,C/C++ Header,.\clones\redis\deps\lua\src\lparser.h,16,9,57
redis,JSON,.\clones\redis\src\commands\blpop.json,0,0,57
redis,JSON,.\clones\redis\src\commands\brpop.json,0,0,57
redis,JSON,.\clones\redis\src\commands\lpop.json,0,0,57
redis,JSON,.\clones\redis\src\commands\rpop.json,0,0,57
redis,Tcl/Tk,.\clones\redis\tests\unit\moduleapi\aclcheck.tcl,16,12,57
redis,JSON,.\clones\redis\src\commands\lpush.json,0,0,56
redis,JSON,.\clones\redis\src\commands\lpushx.json,0,0,56
redis,JSON,.\clones\redis\src\commands\rpush.json,0,0,56
redis,JSON,.\clones\redis\src\commands\rpushx.json,0,0,56
redis,JSON,.\clones\redis\src\commands\sadd.json,0,0,56
redis,JSON,.\clones\redis\src\commands\substr.json,0,0,56
redis,C,.\clones\redis\deps\hiredis\examples\example-libevent.c,10,2,55
redis,C,.\clones\redis\deps\jemalloc\test\integration\MALLOCX_ARENA.c,11,0,55
redis,C,.\clones\redis\deps\jemalloc\test\src\mtx.c,6,0,55
redis,JSON,.\clones\redis\src\commands\getset.json,0,0,55
redis,JSON,.\clones\redis\src\commands\hdel.json,0,0,55
redis,JSON,.\clones\redis\src\commands\msetnx.json,0,0,55
redis,JSON,.\clones\redis\src\commands\sintercard.json,0,0,55
redis,JSON,.\clones\redis\src\commands\srem.json,0,0,55
redis,JSON,.\clones\redis\src\commands\zdiff.json,0,0,55
redis,JSON,.\clones\redis\src\commands\zintercard.json,0,0,55
redis,JSON,.\clones\redis\src\commands\zrem.json,0,0,55
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\12-replica-migration-2.tcl,10,9,55
redis,Tcl/Tk,.\clones\redis\tests\sentinel\tests\10-replica-priority.tcl,10,11,55
redis,C/C++ Header,.\clones\redis\deps\hiredis\sockcompat.h,6,32,54
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\bin.h,19,50,54
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\qr.h,12,6,54
redis,Lua,.\clones\redis\deps\lua\test\sort.lua,6,6,54
redis,JSON,.\clones\redis\src\commands\client-pause.json,0,0,54
redis,JSON,.\clones\redis\src\commands\exists.json,0,0,54
redis,JSON,.\clones\redis\src\commands\hincrby.json,0,0,54
redis,JSON,.\clones\redis\src\commands\hincrbyfloat.json,0,0,54
redis,JSON,.\clones\redis\src\commands\zincrby.json,0,0,54
redis,C/C++ Header,.\clones\redis\src\functions.h,18,61,54
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\background_thread_inlines.h,9,0,53
redis,C,.\clones\redis\deps\jemalloc\src\sz.c,7,4,53
redis,C/C++ Header,.\clones\redis\deps\lua\src\llimits.h,51,24,53
redis,JSON,.\clones\redis\src\commands\hsetnx.json,0,0,53
redis,JSON,.\clones\redis\src\commands\pttl.json,0,0,53
redis,JSON,.\clones\redis\src\commands\setbit.json,0,0,53
redis,JSON,.\clones\redis\src\commands\ttl.json,0,0,53
redis,JSON,.\clones\redis\src\commands\xack.json,0,0,53
redis,JSON,.\clones\redis\src\commands\xgroup-createconsumer.json,0,0,53
redis,C/C++ Header,.\clones\redis\src\listpack.h,8,37,53
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\15-cluster-slots.tcl,9,1,53
redis,C/C++ Header,.\clones\redis\src\adlist.h,11,33,52
redis,JSON,.\clones\redis\src\commands\flushall.json,0,0,52
redis,JSON,.\clones\redis\src\commands\flushdb.json,0,0,52
redis,JSON,.\clones\redis\src\commands\lset.json,0,0,52
redis,JSON,.\clones\redis\src\commands\psetex.json,0,0,52
redis,JSON,.\clones\redis\src\commands\setex.json,0,0,52
redis,JSON,.\clones\redis\src\commands\setrange.json,0,0,52
redis,JSON,.\clones\redis\src\commands\xgroup-delconsumer.json,0,0,52
redis,JSON,.\clones\redis\src\commands\zcount.json,0,0,52
redis,JSON,.\clones\redis\src\commands\zlexcount.json,0,0,52
redis,C,.\clones\redis\src\localtime.c,14,57,52
redis,Tcl/Tk,.\clones\redis\tests\sentinel\tests\08-hostname-conf.tcl,9,6,52
redis,Tcl/Tk,.\clones\redis\tests\unit\wait.tcl,6,0,52
redis,C,.\clones\redis\deps\lua\src\ltm.c,15,9,51
redis,JSON,.\clones\redis\src\commands\cluster-setslot.json,0,0,51
redis,JSON,.\clones\redis\src\commands\failover.json,0,0,51
redis,JSON,.\clones\redis\src\commands\function-restore.json,0,0,51
redis,JSON,.\clones\redis\src\commands\getrange.json,0,0,51
redis,JSON,.\clones\redis\src\commands\lrange.json,0,0,51
redis,JSON,.\clones\redis\src\commands\lrem.json,0,0,51
redis,JSON,.\clones\redis\src\commands\ltrim.json,0,0,51
redis,JSON,.\clones\redis\src\commands\pfadd.json,0,0,51
redis,JSON,.\clones\redis\src\commands\scan.json,0,0,51
redis,JSON,.\clones\redis\src\commands\xinfo-consumers.json,0,0,51
redis,JSON,.\clones\redis\src\commands\zremrangebylex.json,0,0,51
redis,JSON,.\clones\redis\src\commands\zremrangebyrank.json,0,0,51
redis,JSON,.\clones\redis\src\commands\zremrangebyscore.json,0,0,51
redis,C,.\clones\redis\src\modules\hellohook.c,8,34,51
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\ticker.h,11,30,50
redis,C,.\clones\redis\deps\jemalloc\test\unit\zero.c,9,0,50
redis,JSON,.\clones\redis\src\commands\decrby.json,0,0,50
redis,JSON,.\clones\redis\src\commands\incrby.json,0,0,50
redis,JSON,.\clones\redis\src\commands\incrbyfloat.json,0,0,50
redis,JSON,.\clones\redis\src\commands\zpopmax.json,0,0,50
redis,JSON,.\clones\redis\src\commands\zpopmin.json,0,0,50
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\02-failover.tcl,14,1,50
redis,Tcl/Tk,.\clones\redis\tests\unit\shutdown.tcl,8,10,50
redis,C/C++ Header,.\clones\redis\deps\hiredis\sdscompat.h,6,39,49
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\tsd_malloc_thread_cleanup.h,9,3,49
redis,C/C++ Header,.\clones\redis\deps\jemalloc\test\include\test\SFMT.h,14,83,49
redis,C,.\clones\redis\deps\jemalloc\test\integration\sdallocx.c,6,0,49
redis,C/C++ Header,.\clones\redis\deps\lua\src\lcode.h,15,12,49
redis,JSON,.\clones\redis\src\commands\append.json,0,0,49
redis,JSON,.\clones\redis\src\commands\function-load.json,0,0,49
redis,JSON,.\clones\redis\src\commands\hmget.json,0,0,49
redis,JSON,.\clones\redis\src\commands\move.json,0,0,49
redis,JSON,.\clones\redis\src\commands\setnx.json,0,0,49
redis,JSON,.\clones\redis\src\commands\smismember.json,0,0,49
redis,JSON,.\clones\redis\src\commands\unlink.json,0,0,49
redis,JSON,.\clones\redis\src\commands\xdel.json,0,0,49
redis,JSON,.\clones\redis\src\commands\xsetid.json,0,0,49
redis,JSON,.\clones\redis\src\commands\zmscore.json,0,0,49
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\06-slave-stop-cond.tcl,14,14,49
redis,Tcl/Tk,.\clones\redis\tests\cluster\tests\12.1-replica-migration-3.tcl,10,6,49
redis,C/C++ Header,.\clones\redis\deps\jemalloc\include\jemalloc\internal\tsd_tls.h,9,3,48
redis,C,.\clones\redis\deps\jemalloc\test\unit\mtx.c,9,0,48
redis,JSON,.\clones\redis\src\commands\del.json,0,0,48
redis,JSON,.\clones\redis\src\commands\geohash.json,0,0,48
redis,JSON,.\clones\redis\src\commands\geopos.json,0,0,48
redis,JSON,.\clones\redis\src\commands\getbit.json,0,0,48
redis,JSON,.\clones\redis\src\commands\hget.json,0,0,48
redis,JSON,.\clones\redis\src\commands\mget.json,0,0,48
redis,JSON,.\clones\redis\src\commands\touch.json,0,0,48
redis,JSON,.\clones\redis\src\commands\xgroup-destroy.json,0,0,48
redis,JSON,.\clones\redis\src\commands\zrank.json,0,0,48
redis,JSON,.\clones\redis\src\commands\zrevrank.json,0,0,48
redis,JSON,.\clones\redis\src\commands\zscore.json,0,0,48
redis,Markdown,.\clones\redis\tests\README.md,15,0,48
redis,Tcl/Tk,.\clones\redis\tests\integration\logging.tcl,7,3,48
redis,Tcl/Tk,.\clones\redis\tests\sentinel\tests\helpers\check_leaked_fds.tcl,12,19,48
redis,C,.\clones\redis\deps\hiredis\examples\example-ae.c,12,3,47
redis,C/C++ Header,.\clones\redis\deps\lua\src\llex.h,20,14,47
redis,JSON,.\clones\redis\src\commands\hexists.json,0,0,47
redis,JSON,.\clones\redis\src\commands\hstrlen.json,0,0,47
